linux; GNU C++ version 4.8.2; Boost_105400; UHD_003.005.005-0-unknown

Using Volk machine: avx_64_mmx_orc
gain = 7.0
89400000 5329.05761719
89406250 3496.28637695
89412500 2778.69677734
89418750 2591.48999023
89425000 2942.78027344
89431250 3019.86303711
89437500 3785.52563477
89443750 3635.6953125
89450000 2777.65795898
89456250 3221.77563477
89462500 2384.61010742
89468750 2220.81616211
89475000 1337.75390625
89481250 982.948425293
89487500 848.475219727
89493750 892.534545898
89500000 1111.37280273
89506250 1407.55786133
89512500 932.192871094
89518750 928.389343262
89525000 916.294189453
89531250 742.508544922
89537500 815.703369141
89543750 682.976989746
89550000 752.924255371
89556250 926.90625
89562500 769.114685059
89568750 712.720947266
89575000 741.627807617
89581250 895.984313965
89587500 839.057739258
89593750 1035.77819824
89600000 632.009338379
89606250 554.373413086
89612500 684.198730469
89618750 720.252624512
89625000 797.404785156
89631250 754.322570801
89637500 755.070251465
89643750 866.474731445
89650000 773.727905273
89656250 670.465576172
89662500 745.290100098
89668750 740.649719238
89675000 882.42578125
89681250 2243.77636719
89687500 3052.39648438
89693750 2488.85131836
89700000 1806.29248047
89706250 1594.88952637
89712500 1441.23681641
89718750 1220.61083984
89725000 1254.16906738
89731250 3693.35375977
89737500 12959.9873047
89743750 18794.7285156
89750000 19977.6210938
89756250 20033.5136719
89762500 19846.7617188
89768750 18675.3476562
89775000 17380.7597656
89781250 11051.1425781
89787500 3206.60571289
89793750 1302.67297363
89800000 1478.55773926
89806250 1358.70861816
89812500 1935.66833496
89818750 1873.11083984
89825000 1932.95581055
89831250 2551.52880859
89837500 2135.11499023
89843750 1330.80957031
89850000 1037.8347168
89856250 1290.4831543
89862500 1111.36975098
89868750 1013.74542236
89875000 1111.10461426
89881250 966.633056641
89887500 1139.78173828
89893750 1045.58447266
89900000 963.886901855
89906250 1087.82788086
89912500 787.339477539
89918750 820.240234375
89925000 749.232421875
89931250 793.602111816
89937500 779.729248047
89943750 724.621948242
89950000 647.66418457
89956250 753.846252441
89962500 891.337402344
89968750 911.647338867
89975000 922.539428711
89981250 777.625366211
89987500 648.524414062
89993750 739.903198242
90000000 853.51171875
90006250 1030.2019043
90012500 806.422912598
90018750 744.919311523
90025000 802.312011719
90031250 924.299560547
90037500 1158.71569824
90043750 1199.84240723
90050000 980.649841309
90056250 906.884155273
90062500 802.698913574
90068750 1004.97180176
90075000 1137.50305176
90081250 1132.90942383
90087500 1172.70080566
90093750 1250.15026855
90100000 1223.25378418
90106250 1021.31396484
90112500 1065.0715332
90118750 1221.63183594
90125000 1298.32580566
90131250 2687.19628906
90137500 4354.4375
90143750 4484.01269531
90150000 5886.06933594
90156250 5365.60302734
90162500 5397.03564453
90168750 5534.08203125
90175000 5588.73925781
90181250 5245.08251953
90187500 4424.484375
90193750 2224.55126953
90200000 988.320373535
90206250 1157.13537598
90212500 1516.16308594
90218750 1822.12548828
90225000 1236.59033203
90231250 1202.51196289
90237500 1235.20373535
90243750 1191.72790527
90250000 1053.9251709
90256250 967.964538574
90262500 1250.6595459
90268750 908.802062988
90275000 840.62310791
90281250 1066.30529785
90287500 848.737792969
90293750 960.433227539
90300000 805.967468262
90306250 737.218139648
90312500 934.295288086
90318750 683.24810791
90325000 657.613891602
90331250 762.437683105
90337500 627.338562012
90343750 610.928039551
90350000 724.088378906
90356250 838.721679688
90362500 695.512634277
90368750 1187.35559082
90375000 999.135986328
90381250 953.951171875
90387500 1081.4954834
90393750 921.211303711
90400000 1080.57788086
90406250 1058.27844238
90412500 1071.38977051
90418750 826.102050781
90425000 1007.89282227
90431250 996.666687012
90437500 1080.60900879
90443750 1103.65075684
90450000 867.484375
90456250 1066.70507812
90462500 1214.53393555
90468750 1133.05578613
90475000 1175.51281738
90481250 1018.24938965
90487500 959.37097168
90493750 982.969604492
90500000 1118.91503906
90506250 1208.17956543
90512500 1016.1038208
90518750 1092.67077637
90525000 1041.04956055
90531250 803.755859375
90537500 1015.4175415
90543750 1107.06921387
90550000 1138.03100586
90556250 1135.61303711
90562500 1200.65136719
90568750 1031.30895996
90575000 1312.18530273
90581250 1149.65661621
90587500 1396.30371094
90593750 2044.89257812
90600000 3173.08032227
90606250 2021.96008301
90612500 903.221923828
90618750 912.674072266
90625000 1189.31347656
90631250 913.693969727
90637500 978.75378418
90643750 1008.63024902
90650000 761.645141602
90656250 971.210998535
90662500 1268.8762207
90668750 1035.74731445
90675000 732.816467285
90681250 963.387878418
90687500 832.149841309
90693750 808.881835938
90700000 802.037475586
90706250 822.625427246
90712500 959.645629883
90718750 885.985595703
90725000 1079.61572266
90731250 1018.75115967
90737500 794.644897461
90743750 751.222412109
90750000 887.209594727
90756250 771.23449707
90762500 740.19543457
90768750 772.575134277
90775000 940.441711426
90781250 996.999694824
90787500 932.725158691
90793750 924.618591309
90800000 1026.53430176
90806250 1065.07446289
90812500 918.046447754
90818750 1181.5378418
90825000 1281.30957031
90831250 1193.63415527
90837500 842.597229004
90843750 736.419250488
90850000 993.022216797
90856250 1092.32250977
90862500 885.585388184
90868750 975.435058594
90875000 959.837036133
90881250 1078.32751465
90887500 1028.60778809
90893750 1061.25927734
90900000 998.150085449
90906250 1007.61999512
90912500 954.922729492
90918750 891.25378418
90925000 993.588745117
90931250 1576.58312988
90937500 1931.72058105
90943750 1440.88513184
90950000 1654.4005127
90956250 2125.33984375
90962500 1856.58117676
90968750 1722.3001709
90975000 2053.41894531
90981250 1339.37072754
90987500 1145.94873047
90993750 1170.00524902
91000000 1176.47912598
91006250 923.014160156
91012500 749.674133301
91018750 1073.21472168
91025000 957.457336426
91031250 737.86126709
91037500 699.421630859
91043750 834.368225098
91050000 688.543334961
91056250 746.386108398
91062500 670.540771484
91068750 835.11151123
91075000 848.553833008
91081250 724.83416748
91087500 877.606262207
91093750 918.57434082
91100000 925.25982666
91106250 758.480163574
91112500 806.180786133
91118750 853.378234863
91125000 906.77532959
91131250 844.448120117
91137500 822.920227051
91143750 997.324401855
91150000 783.947753906
91156250 760.188537598
91162500 1058.49743652
91168750 1056.3380127
91175000 1166.27294922
91181250 1078.4140625
91187500 1036.71240234
91193750 911.318725586
91200000 1247.76989746
91206250 1499.15942383
91212500 1381.83459473
91218750 1236.08544922
91225000 1111.53649902
91231250 1024.45703125
91237500 993.375976562
91243750 2162.91455078
91250000 4349.78564453
91256250 5638.23632812
91262500 6494.14990234
91268750 5746.51367188
91275000 6998.33984375
91281250 7002.6015625
91287500 6157.33789062
91293750 5630.27441406
91300000 5397.59082031
91306250 4239.41845703
